customer_id,age,income,credit_score,employment_type,city,loan_amount,tenure_months,interest_rate,days_late,default_flag
4156,55,79613,656,Freelancer,Lake Angela,201600,6,10.28,14,0
4157,58,16349,857,Salaried,West Meredith,158368,6,18.58,4,0
4158,21,107606,746,Salaried,Lake Cherylville,82846,6,11.63,12,0
4159,42,33732,559,Business,Garciashire,162969,12,17.47,3,0
4160,59,134222,752,Student,Kathleenburgh,68879,12,15.83,78,0
4161,54,136453,773,Freelancer,Josephstad,333568,6,13.98,11,0
4162,52,138901,434,Salaried,Davishaven,22106,6,18.13,36,1
4163,26,34920,514,Salaried,Normanstad,257104,12,11.49,5,0
4164,50,127015,546,Freelancer,Mccoyborough,262744,48,12.18,48,1
4165,35,129751,445,Freelancer,Manningtown,94123,36,22.37,1,0
4166,35,19782,755,Business,Pearsonland,339279,24,12.37,59,0
4167,30,90397,413,Business,Randallville,276002,24,20.34,56,1
4168,23,47881,678,Freelancer,Jeremyburgh,132909,24,22.21,19,0
4169,26,89482,811,Freelancer,Samanthatown,205662,24,23.84,7,0
4170,33,34693,603,Business,East Vincentstad,199837,12,26.95,1,0
4171,22,90083,311,Salaried,Mitchellbury,280240,36,14.63,53,1
4172,31,53214,832,Student,East Theresamouth,428408,36,11.31,41,0
4173,54,127421,681,Student,East Karlaview,475304,6,21.56,46,0
4174,36,78583,459,Freelancer,East Michaelview,279123,24,11.4,64,1
4175,51,65605,567,Student,Peterston,62992,48,23.52,19,0
4176,40,144200,847,Business,Daltonville,228041,6,15.25,34,0
4177,34,24464,681,Salaried,East Robertport,464015,36,26.42,13,0
4178,51,96845,803,Freelancer,New Kaylamouth,162650,36,13.72,73,0
4179,33,140526,400,Student,Lake Dannychester,32936,48,14.44,2,0
4180,42,52839,659,Salaried,Brandytown,264238,48,13.83,8,0
4181,43,131170,324,Business,Bryanshire,270916,6,17.04,28,0
4182,32,140375,520,Freelancer,New Carlastad,410012,6,23.56,20,0
4183,31,72607,709,Salaried,Lesliefurt,229508,24,26.83,39,0
4184,22,143736,462,Business,West Samantha,52212,36,24.29,34,1
4185,31,119799,395,Student,Florestown,278912,24,20.89,21,0
4186,30,58094,316,Student,Port Charles,371734,36,22.32,61,1
4187,27,99468,864,Salaried,Huntstad,336919,24,25.54,47,0
4188,55,76186,360,Salaried,New Douglasview,337652,24,15.53,86,1
4189,23,120735,389,Freelancer,South Theresafurt,336165,24,24.09,78,1
4190,41,98544,753,Salaried,Michelleberg,473354,12,20.04,34,0
4191,24,50447,899,Student,Butlerland,95126,36,22.57,0,0
4192,45,53274,425,Salaried,Meganberg,66356,48,27.41,34,1
4193,35,83928,339,Salaried,Lake Lori,235382,48,13.97,17,0
4194,59,122299,472,Student,New Debbieside,161454,36,22.09,54,1
4195,49,67265,553,Freelancer,Stuartshire,64479,6,25.29,36,0
4196,25,66706,563,Salaried,North Megan,231627,6,22.74,39,0
4197,31,48444,754,Salaried,North Jennifermouth,323782,36,23.38,50,0
4198,37,133935,597,Student,Stacychester,369202,24,10.16,31,0
4199,35,66144,517,Salaried,Jenkinsmouth,386249,36,14.52,17,0
4200,46,24958,638,Salaried,South Kimberly,40551,12,13.15,80,0
4201,32,29795,457,Business,East Nicholas,27373,12,16.16,35,1
4202,42,16610,638,Student,Tonyatown,390711,6,12.85,73,0
4203,31,67038,678,Business,Michelemouth,447040,24,14.15,53,0
4204,39,135186,405,Freelancer,East Candaceton,298124,12,16.34,39,1
4205,51,18461,565,Salaried,Curtismouth,171935,36,18.82,61,0
4206,44,85401,414,Student,Jonesview,333628,48,24.3,53,1
4207,59,75910,323,Freelancer,Lake Pamela,12811,24,23.25,23,0
4208,59,113153,514,Business,East Thomasshire,61360,12,15.76,54,1
4209,51,78389,619,Freelancer,Port Tony,201407,24,25.66,72,0
4210,50,133103,580,Student,Jamesmouth,110914,12,14.9,11,0
4211,47,109481,316,Business,Nicolebury,49381,36,13.28,28,0
4212,50,128866,613,Salaried,Clarkburgh,393657,6,26.58,64,0
4213,59,102209,494,Business,Taylorbury,10711,48,20.12,88,1
4214,48,139925,877,Business,Moralestown,403871,12,16.59,89,0
4215,24,113210,343,Freelancer,Port Austinburgh,175251,48,26.76,33,1
4216,32,94745,714,Business,Lynnfurt,240120,12,21.49,82,0
4217,53,106000,757,Business,Port Nicolefort,329239,48,23.0,10,0
4218,45,27587,576,Student,West Kimberlyfurt,174437,48,12.68,79,0
4219,54,142977,893,Freelancer,Lake Andrewside,107494,24,24.64,49,0
4220,52,71707,809,Salaried,North Williambury,171278,6,11.75,15,0
4221,44,46084,636,Business,Nathanshire,110198,36,18.9,44,0
4222,38,133311,369,Business,Lake Roberthaven,275806,48,15.34,26,0
4223,23,59888,693,Business,Lake Stephanie,370640,6,23.36,6,0
4224,57,112915,534,Student,Andreamouth,491584,48,15.06,13,0
4225,33,24518,334,Student,Laurenview,199336,6,10.42,84,1
4226,26,16583,414,Business,South Randyville,369714,24,21.72,78,1
4227,44,55017,310,Salaried,North Benjamin,235617,12,11.98,45,1
4228,47,91166,431,Student,Wrightmouth,250404,12,13.95,76,1
4229,47,39400,710,Student,South Eric,311021,36,24.93,68,0
4230,40,26327,401,Business,South Mary,400701,6,25.3,33,1
4231,44,25488,848,Business,Haleland,281671,48,25.35,54,0
4232,50,57187,634,Freelancer,Port Kimberly,152175,6,21.86,74,0
4233,53,127040,859,Salaried,East Terri,444187,36,25.3,73,0
4234,55,131772,684,Business,Buchananport,166377,12,14.55,21,0
4235,57,59615,655,Business,Janiceberg,383310,6,14.11,78,0
4236,27,86536,360,Student,West Zacharytown,152453,48,17.65,14,0
4237,41,47625,535,Student,Lake Evelyn,397086,48,17.35,63,1
4238,54,97426,700,Student,Cheyennefort,233982,24,27.12,53,0
4239,41,86634,784,Student,Lake Johnfurt,304683,36,25.57,85,0
4240,48,23160,694,Student,Scottview,161408,6,16.76,73,0
4241,39,101459,500,Freelancer,Sheilaberg,282332,24,17.79,74,1
4242,22,54304,516,Salaried,Moralesland,41874,24,23.04,54,1
4243,22,42258,849,Freelancer,Davidshire,483312,48,26.79,6,0
4244,58,144151,614,Business,Bethanyton,357583,24,16.53,71,0
4245,44,67081,612,Student,Porterbury,257023,48,10.89,20,0
4246,33,57977,333,Freelancer,Donnaburgh,300835,48,27.99,48,1
4247,38,47772,341,Salaried,Austinmouth,141233,24,15.55,39,1
4248,35,137190,529,Student,New Nathanchester,248962,24,27.23,15,0
4249,24,112357,786,Freelancer,South Samantha,353290,24,27.04,6,0
4250,39,136904,883,Freelancer,Jenniferfort,372034,24,21.43,30,0
4251,52,73176,437,Business,New Karen,379865,24,14.49,41,1
4252,47,59845,677,Business,Port Sarah,357603,12,23.33,83,0
4253,51,40608,583,Student,East Erika,184732,12,16.21,51,0
4254,45,91846,803,Student,Port Tammyfurt,145974,6,25.61,22,0
4255,58,95259,758,Student,Ninaborough,387524,24,15.77,42,0
4256,29,124292,897,Student,Lake Barbara,404692,24,18.05,88,0
4257,27,134763,853,Student,South Rhondaburgh,19318,36,24.3,42,0
4258,22,120412,737,Student,East James,266401,48,16.8,4,0
4259,33,22720,711,Business,Ericchester,470775,48,24.81,23,0
4260,37,104342,390,Student,East Laura,452752,36,12.54,30,0
4261,51,116188,370,Freelancer,Kleinton,398139,36,27.11,64,1
4262,44,123869,429,Freelancer,Jessicaland,275159,12,19.4,13,0
4263,54,85383,707,Student,Kristyburgh,245855,48,22.79,13,0
4264,59,141826,327,Freelancer,Angelafort,139052,36,17.23,40,1
4265,43,140638,448,Salaried,Dawnchester,490883,6,26.27,9,0
4266,56,88090,536,Freelancer,Port Sarah,488899,48,14.23,73,1
4267,50,68418,657,Business,Kimberlyville,258368,48,18.41,27,0
4268,34,51827,660,Freelancer,North Louisside,66782,48,24.74,57,0
4269,55,32757,774,Salaried,Contrerasburgh,482433,48,24.61,19,0
4270,34,103998,585,Salaried,West Laurenview,183120,12,20.99,87,0
4271,50,86791,817,Business,Juliefort,99678,24,15.79,84,0
4272,48,63724,759,Business,South Bethfurt,108177,12,18.52,23,0
4273,33,54587,601,Salaried,Port Sherry,12656,24,20.1,13,0
4274,36,142983,417,Business,East Kayla,122995,24,15.35,37,1
4275,21,115219,688,Salaried,Matthewborough,58426,6,14.86,66,0
4276,40,133689,878,Freelancer,East Chad,228511,12,10.08,44,0
4277,25,22922,695,Freelancer,Curryburgh,279423,36,15.61,44,0
4278,41,83789,321,Student,South Troy,245141,48,23.63,31,1
4279,36,48442,612,Salaried,Lake Sarah,151505,6,15.65,65,0
4280,53,52095,633,Freelancer,Danielside,227026,48,25.94,24,0
4281,57,16249,593,Salaried,West Olivia,213742,6,25.93,51,0
4282,54,92800,846,Salaried,Roberttown,461041,6,19.39,44,0
4283,49,25819,458,Salaried,Lake Cindy,497696,6,10.75,71,1
4284,30,138189,348,Salaried,Danielsport,301591,12,10.53,50,1
4285,43,90822,836,Business,Tommytown,477401,48,14.73,80,0
4286,36,25673,467,Business,Harmonbury,282676,36,11.12,6,0
4287,57,84558,435,Freelancer,Pollardchester,54996,24,14.13,63,1
4288,43,45848,522,Business,East Colleen,100095,6,12.07,35,1
4289,48,103964,496,Business,Gomezview,209196,36,25.65,74,1
4290,51,40942,691,Business,Johnsonberg,142828,36,14.33,70,0
4291,58,120919,817,Salaried,Beverlyborough,496568,48,25.66,14,0
4292,29,46802,745,Business,Dawnfurt,43436,12,26.04,28,0
4293,45,56028,757,Student,New Michaelborough,182481,36,15.34,43,0
4294,28,103349,506,Student,Richardfurt,411741,48,22.19,55,1
4295,31,35686,702,Student,East Davidchester,147281,36,15.73,86,0
4296,45,110557,579,Freelancer,Port Sandrachester,292945,36,15.13,31,0
4297,26,74653,618,Salaried,New Frank,155942,48,16.23,67,0
4298,42,101873,394,Student,South Shawnmouth,372465,36,27.11,35,1
4299,35,82631,523,Salaried,Lake Donald,403976,6,17.68,65,1
4300,55,48395,496,Student,Port Sarahborough,449825,24,24.86,0,0
4301,29,106223,340,Freelancer,New Debra,144295,12,20.89,8,0
4302,51,27895,651,Freelancer,Willisside,323408,6,13.89,86,0
4303,30,136989,370,Freelancer,Gonzaleztown,353692,12,17.67,57,1
4304,22,30561,566,Freelancer,Lake Erictown,422966,24,21.76,62,0
4305,52,133687,835,Freelancer,Jonesstad,475389,6,18.82,34,0
4306,26,111951,621,Student,Snyderside,238971,24,26.98,15,0
4307,58,63180,681,Student,Thomasburgh,134436,36,13.38,70,0
4308,50,61819,380,Business,Fullerside,499908,6,10.89,39,1
4309,32,69388,428,Salaried,North Peterland,43446,24,10.57,31,1
4310,31,16955,853,Student,Kaufmanview,301942,6,16.43,86,0
4311,51,15726,676,Freelancer,New Jamesview,497065,12,15.88,81,0
4312,21,119371,517,Freelancer,West Keithchester,135514,12,19.71,18,0
4313,59,105922,743,Business,North Crystalshire,430569,48,22.25,64,0
4314,43,137259,630,Business,Susanmouth,362487,6,16.99,40,0
4315,45,32294,557,Salaried,Rachelview,297348,36,24.73,42,0
4316,34,94565,645,Student,New Nicole,107808,6,24.41,78,0
4317,39,108710,888,Freelancer,Lake Candaceland,321801,48,11.08,2,0
4318,21,40648,894,Business,Amandamouth,175396,36,22.52,47,0
4319,42,62500,633,Freelancer,Nicoleshire,390192,6,16.43,24,0
4320,51,86294,540,Business,East Samanthaport,332321,48,26.72,65,1
4321,59,139522,840,Business,Victorville,111877,12,16.03,85,0
4322,25,27562,647,Salaried,Robertburgh,164425,12,22.93,43,0
4323,29,141024,802,Freelancer,Port Ericberg,309178,6,14.77,86,0
4324,52,101804,776,Freelancer,Meganside,250338,36,25.55,67,0
4325,21,41479,380,Freelancer,East Phillipshire,351333,12,22.62,57,1
4326,58,90438,341,Student,Mooreville,140212,24,12.85,16,0
4327,40,54500,743,Student,South Heidi,324812,48,11.03,89,0
4328,46,44679,874,Freelancer,New Steven,493269,6,13.77,77,0
4329,57,20745,833,Student,Stokesberg,393834,36,11.88,43,0
4330,52,78051,380,Business,Snyderchester,81735,6,16.09,41,1
4331,48,64540,878,Business,New Robert,497364,24,23.65,28,0
4332,55,48323,573,Freelancer,Dalebury,139515,48,19.64,55,0
4333,42,144287,663,Freelancer,Torresbury,309213,12,20.36,2,0
4334,37,80624,552,Salaried,Chasestad,334282,48,17.39,82,0
4335,53,130826,858,Freelancer,South Brittney,349386,12,23.27,52,0
4336,21,85464,647,Freelancer,Jaredshire,129949,6,25.98,46,0
4337,45,140334,360,Freelancer,North Nathanshire,24286,48,17.21,17,0
4338,41,90556,306,Student,Thomasfurt,53999,6,18.94,43,1
4339,37,37196,607,Salaried,Rodriguezmouth,191099,24,22.82,82,0
4340,47,75133,497,Freelancer,Gonzalezbury,463160,48,19.64,84,1
4341,47,28376,344,Freelancer,Brockland,437451,6,11.25,26,0
4342,45,72573,353,Freelancer,Harveytown,403086,6,23.44,36,1
4343,24,17671,821,Student,New Charles,62879,48,25.47,78,0
4344,27,89160,316,Student,East Katelyn,227010,6,10.32,73,1
4345,48,134304,552,Salaried,Cannonton,39801,48,20.76,47,0
4346,24,78502,330,Salaried,Williamstown,335033,12,18.78,23,0
4347,36,99695,614,Salaried,South Olivialand,421828,24,20.24,78,0
4348,31,128852,867,Freelancer,Edwardberg,72525,48,27.77,3,0
4349,47,129190,896,Business,Lewisport,433192,6,10.49,71,0
4350,52,118192,664,Freelancer,Jeffreyburgh,163694,6,13.3,46,0
4351,25,148368,726,Freelancer,Brookshaven,426457,36,23.28,31,0
4352,41,87493,702,Business,Wallerville,376303,6,14.73,35,0
4353,53,75665,749,Business,East Thomas,427291,6,17.92,12,0
4354,30,45570,448,Salaried,East Coryfort,448591,24,20.72,45,1
4355,24,109740,482,Student,Christopherburgh,63025,12,17.69,77,1
4356,54,61246,741,Salaried,North Ann,426442,12,21.88,80,0
4357,47,23107,473,Freelancer,West Jasontown,291097,48,13.87,74,1
4358,23,97656,723,Freelancer,New Charles,428674,36,14.42,37,0
4359,40,31696,787,Student,Sandraburgh,450349,6,17.92,7,0
4360,22,134304,874,Salaried,Coopershire,400280,36,16.1,21,0
4361,21,46025,757,Business,Cynthiaport,398132,36,27.25,58,0
4362,49,80161,312,Student,Amberhaven,362146,24,22.19,41,1
4363,25,133341,511,Freelancer,Jenkinsside,139719,36,22.94,21,0
4364,51,132381,719,Business,Lake Gabrielburgh,372837,24,20.96,28,0
4365,59,105823,598,Business,Hallton,104043,48,18.15,43,0
4366,29,74759,320,Business,Douglasborough,335431,12,13.25,48,1
4367,24,69155,448,Salaried,East Joshuahaven,94980,48,26.36,66,1
4368,54,143230,796,Freelancer,Lake Clinton,435779,6,20.44,16,0
4369,38,120002,707,Freelancer,Haroldland,366600,48,11.73,78,0
4370,42,144339,888,Freelancer,South Scott,194207,12,24.58,35,0
4371,24,16381,779,Student,Mcdonaldton,160884,48,17.76,42,0
4372,26,45289,834,Business,East Richard,46415,48,17.08,47,0
4373,35,114872,574,Business,New Colleenfort,361584,36,22.0,78,0
4374,49,138348,492,Freelancer,Hawkinsfort,134883,6,22.38,9,0
4375,36,146265,759,Business,East Brandon,435935,36,16.02,53,0
4376,57,37659,874,Freelancer,Shawnfurt,445477,12,27.59,4,0
4377,49,65222,589,Business,Cervantesview,144929,6,25.73,77,0
4378,53,116169,886,Student,East Melanie,195053,6,26.08,42,0
4379,59,52007,783,Freelancer,West Amy,121635,36,20.79,57,0
4380,45,104826,826,Salaried,South Annshire,232760,24,26.76,34,0
4381,41,112427,309,Freelancer,Port Chloeville,237336,24,10.62,15,0
4382,34,62719,578,Student,Port Grace,304030,12,13.11,41,0
4383,50,103481,426,Business,North Lance,259846,36,20.63,68,1
4384,52,51628,750,Freelancer,New Martin,168989,36,20.31,42,0
4385,29,61784,710,Salaried,Jodiside,321216,12,18.22,16,0
4386,30,103532,621,Freelancer,East Savannahberg,398734,48,12.52,56,0
4387,49,21811,591,Freelancer,Vasquezfurt,164770,24,11.04,23,0
4388,22,114480,516,Student,South Kathryn,382768,6,27.71,7,0
4389,56,57788,759,Business,Grahamstad,465946,36,27.02,14,0
4390,41,45706,742,Student,Ramoschester,160012,6,27.03,80,0
4391,44,115412,490,Business,Aliciafurt,167714,6,22.4,57,1
4392,37,27841,320,Salaried,Port Rebeccafort,46046,12,10.78,29,0
4393,27,120958,665,Salaried,South Jeremyberg,117184,24,27.97,28,0
4394,45,48277,350,Salaried,Martinton,298338,12,27.46,23,0
4395,57,59546,706,Freelancer,Juliefort,341370,36,26.93,69,0
4396,59,97770,339,Student,Jacobton,319365,6,20.11,59,1
4397,48,74484,472,Business,Williamburgh,204128,24,23.9,18,0
4398,59,129937,848,Salaried,Garciamouth,108124,24,21.51,14,0
4399,25,64812,554,Salaried,Port Stevenberg,163335,12,14.24,77,0
4400,42,93830,607,Freelancer,Bauerberg,48781,48,25.68,65,0
4401,40,75466,875,Business,Stewartberg,95133,24,21.6,2,0
4402,34,39127,326,Student,Wheelerfort,259446,12,16.44,81,1
4403,30,42273,748,Student,Craigfort,495392,36,13.29,17,0
4404,43,72958,344,Salaried,Dakotastad,302352,48,20.22,5,0
4405,46,116254,646,Business,Jonesstad,232148,48,10.85,57,0
4406,34,103347,442,Business,North Michellemouth,42216,36,19.11,58,1
4407,32,28460,877,Salaried,Williamston,272336,12,15.58,26,0
4408,54,61207,474,Business,East Pamela,41360,12,17.16,16,0
4409,32,61146,840,Business,Port Andrew,174380,6,14.22,86,0
4410,52,112123,460,Business,Michaelburgh,100323,48,17.9,48,1
4411,40,66840,316,Business,Vazquezbury,435778,6,10.12,55,1
4412,21,137001,666,Business,East Tammie,282183,12,21.26,89,0
4413,43,117560,808,Student,Jacobland,268837,48,23.78,57,0
4414,21,89156,549,Student,Maryview,268261,24,17.96,61,1
4415,46,135542,352,Student,Gilmorefort,432270,24,25.12,6,0
4416,31,90801,889,Salaried,Port Justin,496480,12,25.35,58,0
4417,51,46785,832,Freelancer,Whitemouth,421225,24,15.63,54,0
4418,26,136120,689,Freelancer,North Joseph,124524,12,15.92,88,0
4419,40,20182,620,Freelancer,Benjamintown,404828,12,25.53,57,0
4420,43,78150,767,Student,Port Anthony,305301,12,25.79,14,0
4421,55,54879,658,Freelancer,Latashahaven,75354,36,16.56,62,0
4422,35,140536,552,Salaried,Gutierrezstad,467168,12,11.68,10,0
4423,50,29448,502,Salaried,West Ambershire,102431,24,13.7,22,0
4424,24,143330,457,Student,Scottchester,454367,36,19.4,52,1
4425,44,59360,808,Freelancer,Michaelburgh,105567,6,12.35,80,0
4426,23,113787,679,Student,New Carmen,164072,48,13.12,63,0
4427,37,21601,821,Freelancer,Lake Patriciabury,409289,12,13.29,21,0
4428,29,125185,784,Student,East Jenniferberg,266710,36,24.14,75,0
4429,45,140285,657,Salaried,Jerryview,127686,12,24.86,7,0
4430,48,141567,582,Freelancer,Allisonport,354258,12,13.76,42,0
4431,25,147615,695,Business,Sanchezland,229206,36,14.19,42,0
4432,50,39184,557,Student,South Kevin,444467,48,14.78,19,0
4433,35,137813,420,Student,South Jasminemouth,172947,24,27.23,11,0
4434,31,138213,380,Business,East Michelletown,456076,12,23.09,26,0
4435,25,133112,805,Freelancer,Briantown,27637,48,11.58,39,0
4436,47,100823,466,Freelancer,Jacksonfurt,404025,36,26.4,84,1
4437,51,111651,403,Salaried,Lake Christina,348623,36,13.23,37,1
4438,53,77314,368,Salaried,Lake Briannatown,190968,24,23.63,25,0
4439,29,45110,377,Student,Michaelberg,143249,24,17.23,81,1
4440,45,75079,604,Student,North John,263396,36,11.34,81,0
4441,30,96419,519,Salaried,Gallagherburgh,442718,6,24.4,32,1
4442,24,128852,493,Salaried,Port Lisa,289989,12,23.35,60,1
4443,54,107020,822,Salaried,East Jerryport,399308,12,27.35,48,0
4444,48,73719,367,Salaried,West Robert,237433,24,22.13,72,1
4445,35,50992,880,Business,Gilmoretown,139767,48,10.59,26,0
4446,59,20869,681,Business,West Johnnyview,406679,6,18.99,5,0
4447,27,141618,589,Freelancer,South Brandontown,54359,48,23.5,12,0
4448,55,71656,832,Freelancer,Robinsonchester,398182,36,16.98,40,0
4449,30,124936,645,Business,Riverafurt,281339,36,11.98,13,0
4450,59,133583,540,Student,Nguyenland,128366,12,19.52,59,1
4451,41,126191,492,Salaried,South Tracystad,446977,48,26.84,33,1
4452,36,94596,360,Salaried,Port Marystad,82373,24,27.25,53,1
4453,24,66501,886,Salaried,Christopherhaven,61627,48,18.81,69,0
4454,46,102526,844,Freelancer,Ricardomouth,410239,48,16.44,18,0
4455,38,42836,623,Student,West Kelly,489908,24,10.68,49,0
4456,25,19808,457,Student,Port David,326962,48,13.61,82,1
4457,50,18825,838,Freelancer,Warrenmouth,484870,36,10.84,79,0
4458,32,84849,622,Student,East Tanyamouth,396111,24,23.3,35,0
4459,21,26439,412,Student,Joshuaton,418233,12,22.97,69,1
4460,33,94426,559,Student,Huntfurt,391512,12,13.74,32,0
4461,34,50745,538,Student,East Ryan,235907,36,23.28,46,1
4462,52,91607,525,Student,Martinburgh,29147,12,23.26,20,0
4463,24,144529,470,Student,East Kimberly,383539,12,18.18,54,1
4464,57,30497,744,Freelancer,New Teresatown,445905,36,21.54,29,0
4465,39,98918,866,Business,East Krystal,131061,48,17.49,44,0
4466,43,45664,848,Freelancer,Pamelaside,167233,24,23.93,35,0
4467,46,116244,316,Salaried,Wardhaven,240144,36,18.6,20,0
4468,45,93517,475,Student,West Frederick,427745,48,11.3,39,1
4469,53,110534,398,Freelancer,East Jennifer,34093,36,22.31,31,1
4470,26,98477,456,Freelancer,East Sherri,90063,24,17.68,78,1
4471,50,140066,724,Student,Lake Carolyn,336931,48,15.79,36,0
4472,39,125973,520,Business,Debbieview,317865,48,10.49,39,1
4473,29,94119,455,Student,Markfort,254226,24,21.42,74,1
4474,36,67016,334,Business,Lake Charlesview,294657,12,25.87,30,0
4475,29,77685,886,Business,South Rebeccashire,151653,48,25.81,68,0
4476,24,56103,514,Salaried,Lake Michelle,241274,12,27.16,86,1
4477,37,40361,534,Salaried,Hillmouth,252327,24,15.77,27,0
4478,42,114725,501,Business,Port Danielchester,16944,24,24.93,79,1
4479,23,85814,350,Student,Scottland,388478,48,12.82,80,1
4480,33,59137,759,Business,North Jenniferfort,430347,12,26.58,89,0
4481,52,17819,843,Student,Mooremouth,446824,12,14.82,37,0
4482,27,77812,326,Salaried,Port Stephenchester,30676,48,27.99,65,1
4483,22,90982,654,Business,North Erin,427256,36,21.96,37,0
4484,54,47028,649,Business,East Sharontown,54910,12,21.92,42,0
4485,40,65077,659,Salaried,Lake Lindamouth,332996,24,12.76,13,0
4486,22,62828,439,Freelancer,Lake Kevin,106946,36,15.76,13,0
4487,24,19079,739,Salaried,Michaelmouth,215917,36,12.61,9,0
4488,26,31489,739,Student,West Danielburgh,408541,12,18.34,0,0
4489,37,131928,703,Freelancer,North Monicamouth,63107,24,11.16,79,0
4490,36,47477,694,Business,South Joshua,204894,12,22.04,82,0
4491,24,22418,845,Student,Port Jeffrey,391057,24,22.89,18,0
4492,32,106845,401,Student,South Larry,317737,24,17.96,73,1
4493,46,28307,416,Salaried,West Tommy,354718,36,21.1,61,1
4494,47,55061,626,Business,Rachelhaven,330270,36,21.31,59,0
4495,35,77842,315,Freelancer,North Ronald,100140,6,19.58,61,1
4496,55,54631,599,Business,North Stephanie,158529,36,21.32,83,0
4497,56,22704,381,Freelancer,New Brittanyview,147951,48,13.92,49,1
4498,22,90305,478,Business,New Sheilaberg,319181,12,22.45,79,1
4499,45,147027,814,Business,Kellymouth,191331,12,24.57,64,0
4500,36,103208,541,Freelancer,Stevenshaven,131698,6,27.8,43,1
4501,47,138452,824,Freelancer,North Jason,27283,48,17.43,16,0
4502,43,70145,878,Student,Brownfurt,461229,36,25.19,14,0
4503,25,107361,669,Freelancer,Krystalshire,422243,24,21.75,11,0
4504,36,78546,315,Student,Michaelview,481567,12,13.28,13,0
4505,25,62719,738,Business,Ashleyshire,386774,12,13.73,51,0
4506,55,145432,622,Business,Hayesside,345613,12,20.55,24,0
4507,56,15129,375,Business,West Bobby,87810,6,13.51,58,1
4508,45,50542,733,Freelancer,Wilsonport,286731,6,24.46,78,0
4509,37,94089,732,Salaried,South Yvettebury,332164,36,19.75,85,0
4510,58,107289,395,Salaried,Jamesmouth,346381,36,25.86,39,1
4511,46,103250,610,Salaried,Brianfort,315843,12,17.98,88,0
4512,58,53600,486,Salaried,North Tyler,86718,12,23.4,63,1
4513,54,100049,465,Salaried,Arnoldmouth,334471,6,17.94,74,1
4514,22,34863,814,Freelancer,Thompsonburgh,351890,12,11.76,76,0
4515,37,117902,350,Salaried,West William,115138,6,26.29,28,0
4516,57,24242,733,Freelancer,Simmonschester,441279,48,16.24,7,0
4517,21,66459,884,Freelancer,North Karen,312252,12,27.47,11,0
4518,57,74155,410,Freelancer,South Kimberlyburgh,194101,12,23.93,27,0
4519,40,140857,418,Business,South Anne,88291,24,26.19,48,1
4520,59,27920,813,Freelancer,Nolanberg,277357,48,18.65,89,0
4521,37,82724,484,Salaried,West Barbara,134392,48,19.28,82,1
4522,57,34401,655,Student,Robertfort,469320,12,25.81,14,0
4523,30,65605,758,Salaried,Scottfurt,83455,36,11.83,80,0
4524,23,60809,321,Freelancer,Stonefort,13140,48,14.28,76,1
4525,56,120585,499,Business,Lake Alexburgh,374492,24,19.54,38,1
4526,26,124646,481,Freelancer,Lake Erica,215991,6,18.05,71,1
4527,26,116425,618,Salaried,North Williamburgh,253558,24,16.08,83,0
4528,29,82384,388,Business,Lake Heatherchester,78439,6,13.32,41,1
4529,48,100963,459,Salaried,New Cynthiaberg,229342,12,11.51,54,1
4530,28,21144,563,Business,Josephburgh,305646,6,24.39,20,0
4531,51,21918,327,Student,Kingchester,95005,48,20.16,41,1
4532,32,20290,568,Salaried,Carrilloshire,10365,48,16.67,38,0
4533,54,101086,655,Freelancer,Port Joseph,297163,12,18.03,39,0
4534,41,144214,825,Student,West Tami,190809,6,16.6,48,0
4535,41,65269,898,Business,North Nicholasfort,239550,36,25.51,23,0
4536,53,149338,612,Business,Ashleyfort,116429,24,24.09,83,0
4537,51,58606,723,Freelancer,Hessstad,178418,48,16.54,9,0
4538,41,131232,328,Student,Port Andrew,384523,48,15.35,65,1
4539,36,44485,698,Salaried,Stevenfort,19350,36,27.58,45,0
4540,51,22376,661,Business,Chavezmouth,62655,36,27.17,32,0
4541,32,108149,835,Business,East Brittany,378519,48,14.96,64,0
4542,36,113203,869,Business,Sawyerville,220921,36,13.2,42,0
4543,36,118415,744,Freelancer,Smithport,494351,36,20.98,76,0
4544,26,41412,353,Business,Annatown,116274,48,13.36,16,0
4545,57,34771,767,Business,Nguyenbury,365162,36,13.3,27,0
4546,34,38959,825,Salaried,East Michelle,391183,48,25.2,35,0
4547,42,48441,322,Freelancer,West Darlene,96066,12,19.97,69,1
4548,44,135340,834,Student,Sherriview,468592,12,13.08,72,0
4549,53,139149,828,Salaried,Howellshire,390938,24,11.07,69,0
4550,40,95059,867,Salaried,Jacksonfurt,47757,48,21.11,6,0
4551,23,38498,566,Business,South Shawnaburgh,162071,48,10.2,32,0
4552,34,84928,354,Business,Leonardborough,126627,12,12.24,4,0
4553,48,110665,590,Business,Garciafort,492480,36,22.38,53,0
4554,59,109893,607,Business,East Cassandramouth,27436,24,22.88,60,0
4555,34,79104,815,Business,Thompsonburgh,11893,12,19.86,63,0
4556,41,142291,895,Business,Port Kathrynland,87753,12,23.04,1,0
4557,32,127235,422,Salaried,East Allison,60043,24,24.18,17,0
4558,34,70362,563,Student,Loveberg,61449,12,24.57,39,0
4559,28,48278,449,Student,Stewartchester,178055,48,17.65,21,0
4560,56,119476,423,Business,Floresborough,382721,24,16.36,19,0
4561,52,142087,873,Salaried,North Becky,218330,12,14.82,82,0
